i,qa,qs,qn,x,n,expected_rho,subset_qa_qs_qn_x_n,replicate_id,successes,observed_rho
42,0.346,0.4223,0.2317,0.7317,4262,0.655,S42_0.346_0.4223_0.2317_0.7317_4262,R2,2776,0.6513
42,0.346,0.4223,0.2317,0.7317,4262,0.655,S42_0.346_0.4223_0.2317_0.7317_4262,R3,2772,0.6504
42,0.346,0.4223,0.2317,0.7317,4262,0.655,S42_0.346_0.4223_0.2317_0.7317_4262,R4,2746,0.6443
42,0.346,0.4223,0.2317,0.7317,4262,0.655,S42_0.346_0.4223_0.2317_0.7317_4262,R5,2765,0.6488
43,0.4346,0.4551,0.1104,0.9957,4583,0.8877,S43_0.4346_0.4551_0.1104_0.9957_4583,R1,4071,0.8883
43,0.4346,0.4551,0.1104,0.9957,4583,0.8877,S43_0.4346_0.4551_0.1104_0.9957_4583,R2,4076,0.8894
43,0.4346,0.4551,0.1104,0.9957,4583,0.8877,S43_0.4346_0.4551_0.1104_0.9957_4583,R3,4075,0.8892
43,0.4346,0.4551,0.1104,0.9957,4583,0.8877,S43_0.4346_0.4551_0.1104_0.9957_4583,R4,4075,0.8892
43,0.4346,0.4551,0.1104,0.9957,4583,0.8877,S43_0.4346_0.4551_0.1104_0.9957_4583,R5,4069,0.8878
44,0.3247,0.4049,0.2704,0.4551,3204,0.509,S44_0.3247_0.4049_0.2704_0.4551_3204,R1,1647,0.514
44,0.3247,0.4049,0.2704,0.4551,3204,0.509,S44_0.3247_0.4049_0.2704_0.4551_3204,R2,1661,0.5184
44,0.3247,0.4049,0.2704,0.4551,3204,0.509,S44_0.3247_0.4049_0.2704_0.4551_3204,R3,1655,0.5165
44,0.3247,0.4049,0.2704,0.4551,3204,0.509,S44_0.3247_0.4049_0.2704_0.4551_3204,R4,1625,0.5072
44,0.3247,0.4049,0.2704,0.4551,3204,0.509,S44_0.3247_0.4049_0.2704_0.4551_3204,R5,1594,0.4975
45,0.261,0.3874,0.3515,0.6952,2421,0.5303,S45_0.261_0.3874_0.3515_0.6952_2421,R1,1262,0.5213
45,0.261,0.3874,0.3515,0.6952,2421,0.5303,S45_0.261_0.3874_0.3515_0.6952_2421,R2,1278,0.5279
45,0.261,0.3874,0.3515,0.6952,2421,0.5303,S45_0.261_0.3874_0.3515_0.6952_2421,R3,1260,0.5204
45,0.261,0.3874,0.3515,0.6952,2421,0.5303,S45_0.261_0.3874_0.3515_0.6952_2421,R4,1297,0.5357
45,0.261,0.3874,0.3515,0.6952,2421,0.5303,S45_0.261_0.3874_0.3515_0.6952_2421,R5,1257,0.5192
46,0.3827,0.5422,0.0751,0.9447000000000001,5777,0.8949,S46_0.3827_0.5422_0.0751_0.9447_5777,R1,5200,0.9001
46,0.3827,0.5422,0.0751,0.9447000000000001,5777,0.8949,S46_0.3827_0.5422_0.0751_0.9447_5777,R2,5192,0.8987
46,0.3827,0.5422,0.0751,0.9447000000000001,5777,0.8949,S46_0.3827_0.5422_0.0751_0.9447_5777,R3,5207,0.9013
46,0.3827,0.5422,0.0751,0.9447000000000001,5777,0.8949,S46_0.3827_0.5422_0.0751_0.9447_5777,R4,5175,0.8958
46,0.3827,0.5422,0.0751,0.9447000000000001,5777,0.8949,S46_0.3827_0.5422_0.0751_0.9447_5777,R5,5208,0.9015
47,0.4975,0.4058,0.0966,0.46380000000000005,8207,0.6857,S47_0.4975_0.4058_0.0966_0.4638_8207,R1,5593,0.6815
47,0.4975,0.4058,0.0966,0.46380000000000005,8207,0.6857,S47_0.4975_0.4058_0.0966_0.4638_8207,R2,5565,0.6781
47,0.4975,0.4058,0.0966,0.46380000000000005,8207,0.6857,S47_0.4975_0.4058_0.0966_0.4638_8207,R3,5585,0.6805
47,0.4975,0.4058,0.0966,0.46380000000000005,8207,0.6857,S47_0.4975_0.4058_0.0966_0.4638_8207,R4,5601,0.6825
47,0.4975,0.4058,0.0966,0.46380000000000005,8207,0.6857,S47_0.4975_0.4058_0.0966_0.4638_8207,R5,5628,0.6858
48,0.0606,0.3506,0.5888,0.7068,4985,0.3084,S48_0.0606_0.3506_0.5888_0.7068_4985,R1,1570,0.3149
48,0.0606,0.3506,0.5888,0.7068,4985,0.3084,S48_0.0606_0.3506_0.5888_0.7068_4985,R2,1593,0.3196
48,0.0606,0.3506,0.5888,0.7068,4985,0.3084,S48_0.0606_0.3506_0.5888_0.7068_4985,R3,1598,0.3206
48,0.0606,0.3506,0.5888,0.7068,4985,0.3084,S48_0.0606_0.3506_0.5888_0.7068_4985,R4,1609,0.3228
48,0.0606,0.3506,0.5888,0.7068,4985,0.3084,S48_0.0606_0.3506_0.5888_0.7068_4985,R5,1602,0.3214
49,0.4262,0.4749,0.0989,0.8362,7808,0.8233,S49_0.4262_0.4749_0.0989_0.8362_7808,R1,6440,0.8248
49,0.4262,0.4749,0.0989,0.8362,7808,0.8233,S49_0.4262_0.4749_0.0989_0.8362_7808,R2,6456,0.8268
49,0.4262,0.4749,0.0989,0.8362,7808,0.8233,S49_0.4262_0.4749_0.0989_0.8362_7808,R3,6494,0.8317
49,0.4262,0.4749,0.0989,0.8362,7808,0.8233,S49_0.4262_0.4749_0.0989_0.8362_7808,R4,6457,0.827
49,0.4262,0.4749,0.0989,0.8362,7808,0.8233,S49_0.4262_0.4749_0.0989_0.8362_7808,R5,6460,0.8274
50,0.6809,0.2116,0.1074,0.0487,6743,0.6912,S50_0.6809_0.2116_0.1074_0.0487_6743,R1,4649,0.6895
50,0.6809,0.2116,0.1074,0.0487,6743,0.6912,S50_0.6809_0.2116_0.1074_0.0487_6743,R2,4652,0.6899
50,0.6809,0.2116,0.1074,0.0487,6743,0.6912,S50_0.6809_0.2116_0.1074_0.0487_6743,R3,4639,0.688
50,0.6809,0.2116,0.1074,0.0487,6743,0.6912,S50_0.6809_0.2116_0.1074_0.0487_6743,R4,4654,0.6902
50,0.6809,0.2116,0.1074,0.0487,6743,0.6912,S50_0.6809_0.2116_0.1074_0.0487_6743,R5,4647,0.6892
51,0.3948,0.1778,0.4274,0.4037,9068,0.4666,S51_0.3948_0.1778_0.4274_0.4037_9068,R1,4209,0.4642
51,0.3948,0.1778,0.4274,0.4037,9068,0.4666,S51_0.3948_0.1778_0.4274_0.4037_9068,R2,4221,0.4655
51,0.3948,0.1778,0.4274,0.4037,9068,0.4666,S51_0.3948_0.1778_0.4274_0.4037_9068,R3,4228,0.4663
51,0.3948,0.1778,0.4274,0.4037,9068,0.4666,S51_0.3948_0.1778_0.4274_0.4037_9068,R4,4182,0.4612
51,0.3948,0.1778,0.4274,0.4037,9068,0.4666,S51_0.3948_0.1778_0.4274_0.4037_9068,R5,4185,0.4615
52,0.2133,0.367,0.4196,0.5407000000000001,4447,0.4117,S52_0.2133_0.367_0.4196_0.5407_4447,R1,1779,0.4
52,0.2133,0.367,0.4196,0.5407000000000001,4447,0.4117,S52_0.2133_0.367_0.4196_0.5407_4447,R2,1814,0.4079
52,0.2133,0.367,0.4196,0.5407000000000001,4447,0.4117,S52_0.2133_0.367_0.4196_0.5407_4447,R3,1785,0.4014
52,0.2133,0.367,0.4196,0.5407000000000001,4447,0.4117,S52_0.2133_0.367_0.4196_0.5407_4447,R4,1786,0.4016
52,0.2133,0.367,0.4196,0.5407000000000001,4447,0.4117,S52_0.2133_0.367_0.4196_0.5407_4447,R5,1802,0.4052
53,0.5327,0.0825,0.3848,0.733,9570,0.5932,S53_0.5327_0.0825_0.3848_0.733_9570,R1,5703,0.5959
53,0.5327,0.0825,0.3848,0.733,9570,0.5932,S53_0.5327_0.0825_0.3848_0.733_9570,R2,5717,0.5974
53,0.5327,0.0825,0.3848,0.733,9570,0.5932,S53_0.5327_0.0825_0.3848_0.733_9570,R3,5690,0.5946
53,0.5327,0.0825,0.3848,0.733,9570,0.5932,S53_0.5327_0.0825_0.3848_0.733_9570,R4,5705,0.5961
53,0.5327,0.0825,0.3848,0.733,9570,0.5932,S53_0.5327_0.0825_0.3848_0.733_9570,R5,5703,0.5959
54,0.3141,0.4317,0.2542,0.1458,7396,0.377,S54_0.3141_0.4317_0.2542_0.1458_7396,R1,2837,0.3836
54,0.3141,0.4317,0.2542,0.1458,7396,0.377,S54_0.3141_0.4317_0.2542_0.1458_7396,R2,2896,0.3916
54,0.3141,0.4317,0.2542,0.1458,7396,0.377,S54_0.3141_0.4317_0.2542_0.1458_7396,R3,2887,0.3903
54,0.3141,0.4317,0.2542,0.1458,7396,0.377,S54_0.3141_0.4317_0.2542_0.1458_7396,R4,2863,0.3871
54,0.3141,0.4317,0.2542,0.1458,7396,0.377,S54_0.3141_0.4317_0.2542_0.1458_7396,R5,2871,0.3882
55,0.4511,0.1477,0.4012,0.3652,9366,0.505,S55_0.4511_0.1477_0.4012_0.3652_9366,R1,4739,0.506
55,0.4511,0.1477,0.4012,0.3652,9366,0.505,S55_0.4511_0.1477_0.4012_0.3652_9366,R2,4753,0.5075
55,0.4511,0.1477,0.4012,0.3652,9366,0.505,S55_0.4511_0.1477_0.4012_0.3652_9366,R3,4764,0.5086
55,0.4511,0.1477,0.4012,0.3652,9366,0.505,S55_0.4511_0.1477_0.4012_0.3652_9366,R4,4781,0.5105
55,0.4511,0.1477,0.4012,0.3652,9366,0.505,S55_0.4511_0.1477_0.4012_0.3652_9366,R5,4742,0.5063
56,0.1893,0.4764,0.3343,0.0199,4372,0.1988,S56_0.1893_0.4764_0.3343_0.0199_4372,R1,898,0.2054
56,0.1893,0.4764,0.3343,0.0199,4372,0.1988,S56_0.1893_0.4764_0.3343_0.0199_4372,R2,900,0.2059
56,0.1893,0.4764,0.3343,0.0199,4372,0.1988,S56_0.1893_0.4764_0.3343_0.0199_4372,R3,900,0.2059
56,0.1893,0.4764,0.3343,0.0199,4372,0.1988,S56_0.1893_0.4764_0.3343_0.0199_4372,R4,899,0.2056
56,0.1893,0.4764,0.3343,0.0199,4372,0.1988,S56_0.1893_0.4764_0.3343_0.0199_4372,R5,899,0.2056
57,0.1126,0.1803,0.7071,0.0092,8066,0.1143,S57_0.1126_0.1803_0.7071_0.0092_8066,R1,876,0.1086
57,0.1126,0.1803,0.7071,0.0092,8066,0.1143,S57_0.1126_0.1803_0.7071_0.0092_8066,R2,878,0.1089
57,0.1126,0.1803,0.7071,0.0092,8066,0.1143,S57_0.1126_0.1803_0.7071_0.0092_8066,R3,873,0.1082
57,0.1126,0.1803,0.7071,0.0092,8066,0.1143,S57_0.1126_0.1803_0.7071_0.0092_8066,R4,877,0.1087
57,0.1126,0.1803,0.7071,0.0092,8066,0.1143,S57_0.1126_0.1803_0.7071_0.0092_8066,R5,878,0.1089
58,0.3153,0.317,0.3677,0.796,2972,0.5676,S58_0.3153_0.317_0.3677_0.796_2972,R1,1665,0.5602
58,0.3153,0.317,0.3677,0.796,2972,0.5676,S58_0.3153_0.317_0.3677_0.796_2972,R2,1683,0.5663
58,0.3153,0.317,0.3677,0.796,2972,0.5676,S58_0.3153_0.317_0.3677_0.796_2972,R3,1665,0.5602
58,0.3153,0.317,0.3677,0.796,2972,0.5676,S58_0.3153_0.317_0.3677_0.796_2972,R4,1675,0.5636
58,0.3153,0.317,0.3677,0.796,2972,0.5676,S58_0.3153_0.317_0.3677_0.796_2972,R5,1668,0.5612
59,0.3078,0.0983,0.5939,0.6817000000000001,5369,0.3748,S59_0.3078_0.0983_0.5939_0.6817_5369,R1,1991,0.3708
59,0.3078,0.0983,0.5939,0.6817000000000001,5369,0.3748,S59_0.3078_0.0983_0.5939_0.6817_5369,R2,1990,0.3706
59,0.3078,0.0983,0.5939,0.6817000000000001,5369,0.3748,S59_0.3078_0.0983_0.5939_0.6817_5369,R3,2003,0.3731
59,0.3078,0.0983,0.5939,0.6817000000000001,5369,0.3748,S59_0.3078_0.0983_0.5939_0.6817_5369,R4,1991,0.3708
59,0.3078,0.0983,0.5939,0.6817000000000001,5369,0.3748,S59_0.3078_0.0983_0.5939_0.6817_5369,R5,1970,0.3669
60,0.2748,0.3685,0.3567,0.026000000000000002,7131,0.2844,S60_0.2748_0.3685_0.3567_0.026_7131,R1,2042,0.2864
60,0.2748,0.3685,0.3567,0.026000000000000002,7131,0.2844,S60_0.2748_0.3685_0.3567_0.026_7131,R2,2039,0.2859
60,0.2748,0.3685,0.3567,0.026000000000000002,7131,0.2844,S60_0.2748_0.3685_0.3567_0.026_7131,R3,2075,0.291
60,0.2748,0.3685,0.3567,0.026000000000000002,7131,0.2844,S60_0.2748_0.3685_0.3567_0.026_7131,R4,2053,0.2879
60,0.2748,0.3685,0.3567,0.026000000000000002,7131,0.2844,S60_0.2748_0.3685_0.3567_0.026_7131,R5,2052,0.2878
61,0.4377,0.4112,0.1511,0.3045,5173,0.5629,S61_0.4377_0.4112_0.1511_0.3045_5173,R1,2878,0.5564
61,0.4377,0.4112,0.1511,0.3045,5173,0.5629,S61_0.4377_0.4112_0.1511_0.3045_5173,R2,2853,0.5515
61,0.4377,0.4112,0.1511,0.3045,5173,0.5629,S61_0.4377_0.4112_0.1511_0.3045_5173,R3,2855,0.5519
61,0.4377,0.4112,0.1511,0.3045,5173,0.5629,S61_0.4377_0.4112_0.1511_0.3045_5173,R4,2857,0.5523
61,0.4377,0.4112,0.1511,0.3045,5173,0.5629,S61_0.4377_0.4112_0.1511_0.3045_5173,R5,2895,0.5596
62,0.1482,0.4244,0.4273,0.9484,9453,0.5507,S62_0.1482_0.4244_0.4273_0.9484_9453,R1,5157,0.5455
62,0.1482,0.4244,0.4273,0.9484,9453,0.5507,S62_0.1482_0.4244_0.4273_0.9484_9453,R2,5144,0.5442
62,0.1482,0.4244,0.4273,0.9484,9453,0.5507,S62_0.1482_0.4244_0.4273_0.9484_9453,R3,5169,0.5468
62,0.1482,0.4244,0.4273,0.9484,9453,0.5507,S62_0.1482_0.4244_0.4273_0.9484_9453,R4,5171,0.547
62,0.1482,0.4244,0.4273,0.9484,9453,0.5507,S62_0.1482_0.4244_0.4273_0.9484_9453,R5,5173,0.5472
63,0.4977,0.43,0.0723,0.2831,4059,0.6194,S63_0.4977_0.43_0.0723_0.2831_4059,R1,2521,0.6211
63,0.4977,0.43,0.0723,0.2831,4059,0.6194,S63_0.4977_0.43_0.0723_0.2831_4059,R2,2503,0.6167
63,0.4977,0.43,0.0723,0.2831,4059,0.6194,S63_0.4977_0.43_0.0723_0.2831_4059,R3,2531,0.6236
63,0.4977,0.43,0.0723,0.2831,4059,0.6194,S63_0.4977_0.43_0.0723_0.2831_4059,R4,2488,0.613
63,0.4977,0.43,0.0723,0.2831,4059,0.6194,S63_0.4977_0.43_0.0723_0.2831_4059,R5,2500,0.6159
64,0.2272,0.1537,0.6191,0.3587,1003,0.2823,S64_0.2272_0.1537_0.6191_0.3587_1003,R1,277,0.2762
64,0.2272,0.1537,0.6191,0.3587,1003,0.2823,S64_0.2272_0.1537_0.6191_0.3587_1003,R2,278,0.2772
64,0.2272,0.1537,0.6191,0.3587,1003,0.2823,S64_0.2272_0.1537_0.6191_0.3587_1003,R3,284,0.2832
64,0.2272,0.1537,0.6191,0.3587,1003,0.2823,S64_0.2272_0.1537_0.6191_0.3587_1003,R4,272,0.2712
64,0.2272,0.1537,0.6191,0.3587,1003,0.2823,S64_0.2272_0.1537_0.6191_0.3587_1003,R5,283,0.2822
65,0.3903,0.3909,0.2188,0.5015000000000001,2956,0.5863,S65_0.3903_0.3909_0.2188_0.5015_2956,R1,1745,0.5903
65,0.3903,0.3909,0.2188,0.5015000000000001,2956,0.5863,S65_0.3903_0.3909_0.2188_0.5015_2956,R2,1742,0.5893
65,0.3903,0.3909,0.2188,0.5015000000000001,2956,0.5863,S65_0.3903_0.3909_0.2188_0.5015_2956,R3,1754,0.5934
65,0.3903,0.3909,0.2188,0.5015000000000001,2956,0.5863,S65_0.3903_0.3909_0.2188_0.5015_2956,R4,1752,0.5927
65,0.3903,0.3909,0.2188,0.5015000000000001,2956,0.5863,S65_0.3903_0.3909_0.2188_0.5015_2956,R5,1724,0.5832
66,0.0762,0.7627,0.1611,0.26530000000000004,1324,0.2785,S66_0.0762_0.7627_0.1611_0.2653_1324,R1,349,0.2636
66,0.0762,0.7627,0.1611,0.26530000000000004,1324,0.2785,S66_0.0762_0.7627_0.1611_0.2653_1324,R2,360,0.2719
66,0.0762,0.7627,0.1611,0.26530000000000004,1324,0.2785,S66_0.0762_0.7627_0.1611_0.2653_1324,R3,356,0.2689
66,0.0762,0.7627,0.1611,0.26530000000000004,1324,0.2785,S66_0.0762_0.7627_0.1611_0.2653_1324,R4,350,0.2644
66,0.0762,0.7627,0.1611,0.26530000000000004,1324,0.2785,S66_0.0762_0.7627_0.1611_0.2653_1324,R5,423,0.3195
67,0.315,0.3099,0.3751,0.9103,4134,0.5971,S67_0.315_0.3099_0.3751_0.9103_4134,R1,2462,0.5955
67,0.315,0.3099,0.3751,0.9103,4134,0.5971,S67_0.315_0.3099_0.3751_0.9103_4134,R2,2448,0.5922
67,0.315,0.3099,0.3751,0.9103,4134,0.5971,S67_0.315_0.3099_0.3751_0.9103_4134,R3,2481,0.6001
67,0.315,0.3099,0.3751,0.9103,4134,0.5971,S67_0.315_0.3099_0.3751_0.9103_4134,R4,2455,0.5939
67,0.315,0.3099,0.3751,0.9103,4134,0.5971,S67_0.315_0.3099_0.3751_0.9103_4134,R5,2457,0.5943
68,0.2854,0.4702,0.2444,0.18050000000000002,1881,0.3703,S68_0.2854_0.4702_0.2444_0.1805_1881,R1,696,0.37
68,0.2854,0.4702,0.2444,0.18050000000000002,1881,0.3703,S68_0.2854_0.4702_0.2444_0.1805_1881,R2,725,0.3854
68,0.2854,0.4702,0.2444,0.18050000000000002,1881,0.3703,S68_0.2854_0.4702_0.2444_0.1805_1881,R3,723,0.3844
68,0.2854,0.4702,0.2444,0.18050000000000002,1881,0.3703,S68_0.2854_0.4702_0.2444_0.1805_1881,R4,724,0.3849
68,0.2854,0.4702,0.2444,0.18050000000000002,1881,0.3703,S68_0.2854_0.4702_0.2444_0.1805_1881,R5,715,0.3801
69,0.1007,0.2821,0.6172,0.6162000000000001,7573,0.2745,S69_0.1007_0.2821_0.6172_0.6162_7573,R1,2086,0.2755
69,0.1007,0.2821,0.6172,0.6162000000000001,7573,0.2745,S69_0.1007_0.2821_0.6172_0.6162_7573,R2,2067,0.2729
69,0.1007,0.2821,0.6172,0.6162000000000001,7573,0.2745,S69_0.1007_0.2821_0.6172_0.6162_7573,R3,2064,0.2725
69,0.1007,0.2821,0.6172,0.6162000000000001,7573,0.2745,S69_0.1007_0.2821_0.6172_0.6162_7573,R4,2093,0.2764
69,0.1007,0.2821,0.6172,0.6162000000000001,7573,0.2745,S69_0.1007_0.2821_0.6172_0.6162_7573,R5,2024,0.2673
70,0.4862,0.2533,0.2605,0.047900000000000005,7622,0.4983,S70_0.4862_0.2533_0.2605_0.0479_7622,R1,3742,0.4909
70,0.4862,0.2533,0.2605,0.047900000000000005,7622,0.4983,S70_0.4862_0.2533_0.2605_0.0479_7622,R2,3739,0.4906
70,0.4862,0.2533,0.2605,0.047900000000000005,7622,0.4983,S70_0.4862_0.2533_0.2605_0.0479_7622,R3,3729,0.4892
70,0.4862,0.2533,0.2605,0.047900000000000005,7622,0.4983,S70_0.4862_0.2533_0.2605_0.0479_7622,R4,3744,0.4912
70,0.4862,0.2533,0.2605,0.047900000000000005,7622,0.4983,S70_0.4862_0.2533_0.2605_0.0479_7622,R5,3718,0.4878
71,0.3547,0.4252,0.2201,0.8001,6848,0.6949,S71_0.3547_0.4252_0.2201_0.8001_6848,R1,4763,0.6955
71,0.3547,0.4252,0.2201,0.8001,6848,0.6949,S71_0.3547_0.4252_0.2201_0.8001_6848,R2,4747,0.6932
71,0.3547,0.4252,0.2201,0.8001,6848,0.6949,S71_0.3547_0.4252_0.2201_0.8001_6848,R3,4793,0.6999
71,0.3547,0.4252,0.2201,0.8001,6848,0.6949,S71_0.3547_0.4252_0.2201_0.8001_6848,R4,4758,0.6948
71,0.3547,0.4252,0.2201,0.8001,6848,0.6949,S71_0.3547_0.4252_0.2201_0.8001_6848,R5,4746,0.693
72,0.0451,0.3341,0.6208,0.6616000000000001,8971,0.2661,S72_0.0451_0.3341_0.6208_0.6616_8971,R1,2423,0.2701
72,0.0451,0.3341,0.6208,0.6616000000000001,8971,0.2661,S72_0.0451_0.3341_0.6208_0.6616_8971,R2,2441,0.2721
72,0.0451,0.3341,0.6208,0.6616000000000001,8971,0.2661,S72_0.0451_0.3341_0.6208_0.6616_8971,R3,2448,0.2729
72,0.0451,0.3341,0.6208,0.6616000000000001,8971,0.2661,S72_0.0451_0.3341_0.6208_0.6616_8971,R4,2377,0.265
72,0.0451,0.3341,0.6208,0.6616000000000001,8971,0.2661,S72_0.0451_0.3341_0.6208_0.6616_8971,R5,2402,0.2678
73,0.3895,0.2395,0.371,0.7354,2025,0.5656,S73_0.3895_0.2395_0.371_0.7354_2025,R1,1164,0.5748
73,0.3895,0.2395,0.371,0.7354,2025,0.5656,S73_0.3895_0.2395_0.371_0.7354_2025,R2,1156,0.5709
73,0.3895,0.2395,0.371,0.7354,2025,0.5656,S73_0.3895_0.2395_0.371_0.7354_2025,R3,1167,0.5763
73,0.3895,0.2395,0.371,0.7354,2025,0.5656,S73_0.3895_0.2395_0.371_0.7354_2025,R4,1166,0.5758
73,0.3895,0.2395,0.371,0.7354,2025,0.5656,S73_0.3895_0.2395_0.371_0.7354_2025,R5,1168,0.5768
74,0.5743,0.3152,0.1104,0.043500000000000004,3429,0.588,S74_0.5743_0.3152_0.1104_0.0435_3429,R1,1994,0.5815
74,0.5743,0.3152,0.1104,0.043500000000000004,3429,0.588,S74_0.5743_0.3152_0.1104_0.0435_3429,R2,1982,0.578
74,0.5743,0.3152,0.1104,0.043500000000000004,3429,0.588,S74_0.5743_0.3152_0.1104_0.0435_3429,R3,1997,0.5824
74,0.5743,0.3152,0.1104,0.043500000000000004,3429,0.588,S74_0.5743_0.3152_0.1104_0.0435_3429,R4,1979,0.5771
74,0.5743,0.3152,0.1104,0.043500000000000004,3429,0.588,S74_0.5743_0.3152_0.1104_0.0435_3429,R5,1992,0.5809
75,0.2987,0.5288,0.1725,0.5405,8961,0.5845,S75_0.2987_0.5288_0.1725_0.5405_8961,R1,5284,0.5897
75,0.2987,0.5288,0.1725,0.5405,8961,0.5845,S75_0.2987_0.5288_0.1725_0.5405_8961,R2,5245,0.5853
75,0.2987,0.5288,0.1725,0.5405,8961,0.5845,S75_0.2987_0.5288_0.1725_0.5405_8961,R3,5262,0.5872
75,0.2987,0.5288,0.1725,0.5405,8961,0.5845,S75_0.2987_0.5288_0.1725_0.5405_8961,R4,5256,0.5865
75,0.2987,0.5288,0.1725,0.5405,8961,0.5845,S75_0.2987_0.5288_0.1725_0.5405_8961,R5,5250,0.5859
76,0.6249,0.2339,0.1412,0.6256,9744,0.7712,S76_0.6249_0.2339_0.1412_0.6256_9744,R1,7480,0.7677
76,0.6249,0.2339,0.1412,0.6256,9744,0.7712,S76_0.6249_0.2339_0.1412_0.6256_9744,R2,7516,0.7713
76,0.6249,0.2339,0.1412,0.6256,9744,0.7712,S76_0.6249_0.2339_0.1412_0.6256_9744,R3,7478,0.7674
76,0.6249,0.2339,0.1412,0.6256,9744,0.7712,S76_0.6249_0.2339_0.1412_0.6256_9744,R4,7474,0.767
76,0.6249,0.2339,0.1412,0.6256,9744,0.7712,S76_0.6249_0.2339_0.1412_0.6256_9744,R5,7491,0.7688
77,0.0749,0.3808,0.5442,0.749,9115,0.3601,S77_0.0749_0.3808_0.5442_0.749_9115,R1,3279,0.3597
77,0.0749,0.3808,0.5442,0.749,9115,0.3601,S77_0.0749_0.3808_0.5442_0.749_9115,R2,3287,0.3606
77,0.0749,0.3808,0.5442,0.749,9115,0.3601,S77_0.0749_0.3808_0.5442_0.749_9115,R3,3280,0.3598
77,0.0749,0.3808,0.5442,0.749,9115,0.3601,S77_0.0749_0.3808_0.5442_0.749_9115,R4,3236,0.355
77,0.0749,0.3808,0.5442,0.749,9115,0.3601,S77_0.0749_0.3808_0.5442_0.749_9115,R5,3281,0.36
78,0.3308,0.6327,0.0365,0.1495,7266,0.4254,S78_0.3308_0.6327_0.0365_0.1495_7266,R1,3094,0.4258
78,0.3308,0.6327,0.0365,0.1495,7266,0.4254,S78_0.3308_0.6327_0.0365_0.1495_7266,R2,3102,0.4269
78,0.3308,0.6327,0.0365,0.1495,7266,0.4254,S78_0.3308_0.6327_0.0365_0.1495_7266,R3,3035,0.4177
78,0.3308,0.6327,0.0365,0.1495,7266,0.4254,S78_0.3308_0.6327_0.0365_0.1495_7266,R4,3083,0.4243
78,0.3308,0.6327,0.0365,0.1495,7266,0.4254,S78_0.3308_0.6327_0.0365_0.1495_7266,R5,3085,0.4246
79,0.528,0.4262,0.0459,0.445,9379,0.7177,S79_0.528_0.4262_0.0459_0.445_9379,R1,6669,0.7111
79,0.528,0.4262,0.0459,0.445,9379,0.7177,S79_0.528_0.4262_0.0459_0.445_9379,R2,6638,0.7078
79,0.528,0.4262,0.0459,0.445,9379,0.7177,S79_0.528_0.4262_0.0459_0.445_9379,R3,6744,0.7191
79,0.528,0.4262,0.0459,0.445,9379,0.7177,S79_0.528_0.4262_0.0459_0.445_9379,R4,6668,0.7109
79,0.528,0.4262,0.0459,0.445,9379,0.7177,S79_0.528_0.4262_0.0459_0.445_9379,R5,6684,0.7127
80,0.4713,0.3004,0.2283,0.6993,7733,0.6814,S80_0.4713_0.3004_0.2283_0.6993_7733,R1,5238,0.6774
80,0.4713,0.3004,0.2283,0.6993,7733,0.6814,S80_0.4713_0.3004_0.2283_0.6993_7733,R2,5219,0.67490000000000006
80,0.4713,0.3004,0.2283,0.6993,7733,0.6814,S80_0.4713_0.3004_0.2283_0.6993_7733,R3,5273,0.6819
80,0.4713,0.3004,0.2283,0.6993,7733,0.6814,S80_0.4713_0.3004_0.2283_0.6993_7733,R4,5273,0.6819
80,0.4713,0.3004,0.2283,0.6993,7733,0.6814,S80_0.4713_0.3004_0.2283_0.6993_7733,R5,5229,0.6762
81,0.0967,0.8023,0.1011,0.1057,1995,0.1815,S81_0.0967_0.8023_0.1011_0.1057_1995,R1,351,0.1759
81,0.0967,0.8023,0.1011,0.1057,1995,0.1815,S81_0.0967_0.8023_0.1011_0.1057_1995,R2,356,0.1784
81,0.0967,0.8023,0.1011,0.1057,1995,0.1815,S81_0.0967_0.8023_0.1011_0.1057_1995,R3,342,0.1714
81,0.0967,0.8023,0.1011,0.1057,1995,0.1815,S81_0.0967_0.8023_0.1011_0.1057_1995,R4,362,0.1815
81,0.0967,0.8023,0.1011,0.1057,1995,0.1815,S81_0.0967_0.8023_0.1011_0.1057_1995,R5,353,0.1769
82,0.1701,0.4422,0.3878,0.7719,5845,0.5114,S82_0.1701_0.4422_0.3878_0.7719_5845,R1,3014,0.5157
82,0.1701,0.4422,0.3878,0.7719,5845,0.5114,S82_0.1701_0.4422_0.3878_0.7719_5845,R2,3019,0.5165
82,0.1701,0.4422,0.3878,0.7719,5845,0.5114,S82_0.1701_0.4422_0.3878_0.7719_5845,R3,2995,0.5124
82,0.1701,0.4422,0.3878,0.7719,5845,0.5114,S82_0.1701_0.4422_0.3878_0.7719_5845,R4,3029,0.5182
82,0.1701,0.4422,0.3878,0.7719,5845,0.5114,S82_0.1701_0.4422_0.3878_0.7719_5845,R5,3008,0.5146
83,0.1973,0.185,0.6177,0.636,4057,0.315,S83_0.1973_0.185_0.6177_0.636_4057,R1,1321,0.3256
83,0.1973,0.185,0.6177,0.636,4057,0.315,S83_0.1973_0.185_0.6177_0.636_4057,R2,1313,0.3236
83,0.1973,0.185,0.6177,0.636,4057,0.315,S83_0.1973_0.185_0.6177_0.636_4057,R3,1302,0.3209
